,year,month,state,Mental_Health_Records_Submitted_2008,Mental_Health_Records_Submitted_2017,Gun_Sale_Denials_2008,Gun_Sale_Denials_2017,Giffords Gun Safety Score,Gun Deaths per 100k People (2018),Gun Death Rate (Ranked High to Low),Rank,# of guns per capita,# of guns registered,Permit Type,Handgun_Carry_Permit_Fee,Years_Valid,5_Year_Cost,Happiness Score,n_incidents
51776,2015,3,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,212
51988,2015,4,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,235
52223,2015,5,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,306
52529,2015,6,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,264
52793,2015,7,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,296
53089,2015,8,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,303
53392,2015,9,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,291
53683,2015,10,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,216
53899,2015,11,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,202
54101,2015,12,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,229
54330,2016,1,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,275
54605,2016,2,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,183
54788,2016,3,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,323
55111,2016,4,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,274
55385,2016,5,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,363
55748,2016,6,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,363
56111,2016,7,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,415
56526,2016,8,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,427
56953,2016,9,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,302
57255,2016,10,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,344
57599,2016,11,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,308
57907,2016,12,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,261
58168,2017,1,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,320
58488,2017,2,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,228
58716,2017,3,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,214
58930,2017,4,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,314
59244,2017,5,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,362
59606,2017,6,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,384
59990,2017,7,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,399
60389,2017,8,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,332
60721,2017,9,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,286
61007,2017,10,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,273
61280,2017,11,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,215
61495,2017,12,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,222
61717,2018,1,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,215
61932,2018,2,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,160
62092,2018,3,Illinois,1,47555,0,1,B+,12.1,31.0,41,0.011,146487,Concealed carry license,150.0,5,150,2,134
71910,2014,1,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,63
71973,2014,2,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,58
72031,2014,3,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,62
72093,2014,4,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,60
72153,2014,5,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,53
72206,2014,6,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,68
72274,2014,7,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,53
72327,2014,8,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,47
72374,2014,9,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,58
72432,2014,10,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,58
72490,2014,11,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,62
72552,2014,12,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,70
72622,2015,1,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,52
72674,2015,2,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,37
72711,2015,3,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,69
72780,2015,4,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,60
72840,2015,5,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,78
72918,2015,6,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,80
72998,2015,7,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,82
73080,2015,8,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,92
73172,2015,9,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,75
73247,2015,10,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,79
73326,2015,11,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,72
73398,2015,12,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,63
73461,2016,1,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,75
73536,2016,2,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,57
73593,2016,3,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,77
73670,2016,4,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,80
73750,2016,5,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,78
73828,2016,6,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,68
73896,2016,7,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,95
73991,2016,8,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,79
74070,2016,9,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,75
74145,2016,10,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,62
74207,2016,11,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,60
74267,2016,12,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,57
74324,2017,1,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,81
74405,2017,2,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,68
74473,2017,3,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,57
74530,2017,4,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,71
74601,2017,5,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,79
74680,2017,6,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,93
74773,2017,7,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,83
74856,2017,8,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,91
74947,2017,9,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,70
75017,2017,10,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,67
75084,2017,11,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,69
75153,2017,12,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,60
75213,2018,1,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,69
75282,2018,2,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,37
75319,2018,3,Indiana,2,10484,12,118,D-,15.2,20.0,27,0.017,114019,License to carry handgun,51.95,4,64,2,57
129931,2014,1,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,22
129953,2014,2,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,15
129968,2014,3,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,17
129985,2014,4,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,17
130002,2014,5,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,12
130014,2014,6,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,13
130027,2014,7,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,16
130043,2014,8,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,17
130060,2014,9,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,18
130078,2014,10,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,13
130091,2014,11,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,15
130106,2014,12,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,18
130124,2015,1,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,17
130141,2015,2,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,9
130150,2015,3,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,14
130164,2015,4,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,18
130182,2015,5,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,8
130190,2015,6,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,26
130216,2015,7,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,21
130237,2015,8,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,19
130256,2015,9,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,26
130282,2015,10,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,12
130294,2015,11,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,22
130316,2015,12,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,22
130338,2016,1,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,27
130365,2016,2,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,12
130377,2016,3,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,24
130401,2016,4,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,12
130413,2016,5,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,15
130428,2016,6,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,18
130446,2016,7,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,15
130461,2016,8,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,20
130481,2016,9,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,20
130501,2016,10,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,20
130521,2016,11,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,14
130535,2016,12,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,15
130550,2017,1,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,18
130568,2017,2,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,30
130598,2017,3,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,14
130612,2017,4,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,20
130632,2017,5,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,22
130654,2017,6,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,22
130676,2017,7,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,25
130701,2017,8,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,24
130725,2017,9,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,13
130738,2017,10,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,14
130752,2017,11,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,21
130773,2017,12,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,21
130794,2018,1,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,21
130815,2018,2,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,6
130821,2018,3,Iowa,49,49089,4,147,C,9.0,41.0,44,0.009000000000000001,28494,Permit to carry weapons,50.0,5,50,2,15
121676,2014,1,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,18
121694,2014,2,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,14
121708,2014,3,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,6
121714,2014,4,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,10
121724,2014,5,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,20
121744,2014,6,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,21
121765,2014,7,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,18
121783,2014,8,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,27
121810,2014,9,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,17
121827,2014,10,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,21
121848,2014,11,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,11
121859,2014,12,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,27
121886,2015,1,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,21
121907,2015,2,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,14
121921,2015,3,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,24
121945,2015,4,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,23
121968,2015,5,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,24
121992,2015,6,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,20
122012,2015,7,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,32
122044,2015,8,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,27
122071,2015,9,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,19
122090,2015,10,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,24
122114,2015,11,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,19
122133,2015,12,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,20
122153,2016,1,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,14
122167,2016,2,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,14
122181,2016,3,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,27
122208,2016,4,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,22
122230,2016,5,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,27
122257,2016,6,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,17
122274,2016,7,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,32
122306,2016,8,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,20
122326,2016,9,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,29
122355,2016,10,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,25
122380,2016,11,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,14
122394,2016,12,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,23
122417,2017,1,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,22
122439,2017,2,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,21
122460,2017,3,Kansas,2384,6908,20,79,F,15.9,17.0,25,0.018000000000000002,52634,Constitutional carry/Concealed carry handgun license available for reciprocity,132.5,4,165,2,23
